Title,Topic,Subtopic,Year of the map,Description,link
Economic development - Average 2010 to 2012,Rural Development Report,Socio-economic indicators,2015,GPD (in PPS) per capita (EU-28=100),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C08%20-%20Economic%20development%20-%20Average%202010%20to%202012.gif
Employment rate 2014 (15-64 years old),Rural Development Report,Socio-economic indicators,2015,Employed persons/Total population (15-64 years old),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20%20employment%20rate%202014%20(15-64%20years%20old).gif
Employment rate 2014 (20-64 years old),Rural Development Report,Socio-economic indicators,2015,Employed persons/Total population (20-64 years old),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20employment%20rate%202014%20(20-64%20years%20old).gif
Labour productivity in 2012,Rural Development Report,Socio-economic indicators,2015,Labour productivity in 2012 (EUR/person),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C12%20-%20Labour%20productivity%20in%202012.gif
People at-risk-of poverty or social exclusion 2014,Rural Development Report,Socio-economic indicators,2015,People at-risk-of poverty or social exclusion 2014 (in %),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C09%20People%20at-risk-of%20poverty%20or%20social%20exclusion%202014.gif
Population density 2013,Rural Development Report,Socio-economic indicators,2015,Population density 2013 (inhabitatns/km²),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C04%20-%20Population%20density%202013.gif
Territory 2014 - Importance of rural areas ,Rural Development Report,Socio-economic indicators,2015,Territory 2014 - Importance of rural areas  (% of the total),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C03%20-%20Territory%202014%20-%20Importance%20of%20rural%20areas.gif
Unemployment rate 2014 - Unemployed persons-Active population (15-74 years old),Rural Development Report,Socio-economic indicators,2015,Unemployed persons / Active population (15-74 years old),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Unemployment%20rate%202014%20-%20Unemployed%20persons%20over%20Active%20population%20(15-74%20years%20old).gif
Youth unemployment rate 2014,Rural Development Report,Socio-economic indicators,2015,Youth unemployment persons / Youth active population (15-24 years old),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Youth%20unemployment%20rate%202014.gif
C13 - Employment by economic activity - Agriculture,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C13%20-%20Employment%20by%20economic%20activity%20-%20Agriculture.gif
C13 - Employment by economic activity - Food industry,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C13%20-%20Employment%20by%20economic%20activity%20-%20Food%20industry.gif
C13 - Employment by economic activity - Forestry,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C13%20-%20Employment%20by%20economic%20activity%20-%20Forestry.gif
C13 - Employment by economic activity - Tourism,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C13%20-%20Employment%20by%20economic%20activity%20-%20Tourism.gif
C14 - Change in labour productivity in agriculture 2008-2013,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C14%20-%20Change%20in%20labour%20productivity%20in%20agriculture%202008-2013.gif
C14 - Labour productivity in agriculture avg 2011-2013,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C14%20-%20Labour%20productivity%20in%20agriculture%20avg%202011-2013.gif
C15 - Labour productivity in forestry - Change in labour productivity in forestry 2007-2011,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20Change%20in%20labour%20productivity%20in%20forestry%202007-2011.gif
C15 - Labour productivity in forestry - GVA per person employed in forestry 2011,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20GVA%20per%20person%20employed%20in%20forestry%202011.gif
C16 - Change in labour productivity in the food industry 2008-2012,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C16%20-%20Change%20in%20labour%20productivity%20in%20the%20food%20industry%202008-2012.gif
C16 - Labour productivity in the food industry avg 2010-2012,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C16%20-%20Labour%20productivity%20in%20the%20food%20industry%20avg%202010-2012.gif
C17 - Farm structure - Average economic farm size,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Average%20economic%20farm%20size.gif
C17 - Farm structure - Average physical farm size,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Average%20physical%20farm%20size.gif
C17 - Farm structure - Economic farm size distribution,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Economic%20farm%20size%20distribution.gif
C17 - Farm structure - Labour force (AWU),Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Labour%20force%20(AWU).gif
C17 - Farm structure - Number of farms,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Number%20of%20farms.gif
C17 - Farm structure - Physical farm size distribution,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Physical%20farm%20size%20distribution.gif
C17 - Farm structure - Utilised agricultural area (UAA),Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Farm%20structure%20-%20Utilised%20agricultural%20area%20(UAA).gif
C18 - Agricultural area,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C18%20-%20Agricultural%20area.gif
C19 - Areas under organic farming,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C19%20-%20Areas%20under%20organic%20farming.gif
C20 - Irrigated land,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C20%20-%20Irrigated%20land.gif
C21 - Livestock unit - LSU of the holdings with livestock,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C21%20-%20Livestock%20unit%20-%20LSU%20of%20the%20holdings%20with%20livestock.gif
C21 - Livestock unit - Share of mumber of holdings with livestock,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C21%20-%20Livestock%20unit%20-%20Share%20of%20mumber%20of%20holdings%20with%20livestock.gif
C22 - Farm labour force - Share of family labour force,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C22%20-%20Farm%20labour%20force%20-%20Share%20of%20family%20labour%20force.gif
C22 - Farm labour force - Share of female labour force,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C22%20-%20Farm%20labour%20force%20-%20Share%20of%20female%20labour%20force.gif
C22 - farm labour force (Share of family labour force),Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C22%20-%20farm%20labour%20force%20(Share%20of%20family%20labour%20force).gif
C22 - farm labour force (share of female labour force),Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C22%20-%20farm%20labour%20force%20(share%20of%20female%20labour%20force).gif
C23 - Age structure of farm managers,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C23%20-%20Age%20structure%20of%20farm%20managers.gif
C24 - Agricultural training of farm managers,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C24%20-%20Agricultural%20training%20of%20farm%20managers.gif
C24 - Agricultural training of farm managers_4 classes,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C24%20-%20Agricultural%20training%20of%20farm%20managers_4%20classes.gif
C25 - Agricultural factor income,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C25%20-%20Agricultural%20factor%20income.gif
C28 - Change in gross fixed capital formation in agriculture 2006-2011,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C28%20-%20Change%20in%20gross%20fixed%20capital%20formation%20in%20agriculture%202006-2011.gif
C28 - Gross fixed capital formation in agriculture,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C28%20-%20Gross%20fixed%20capital%20formation%20in%20agriculture.gif
C30 - Tourism infrastracture,Rural Development Report,Sectorial indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C30%20-%20Tourism%20infrastracture.gif
Age structure of farm managers,Rural Development Report,Sectorial indicators,2015,Farm holders < 35 years versus > 55 years,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C23%20-%20Age%20structure%20of%20farm%20managers_2.gif
Agricultural factor income 2015,Rural Development Report,Sectorial indicators,2015,Agricultural factor income per annual work unit in real terms (EUR/AWU) in 2015,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C25%20-%20Agricultural%20factor%20income_insetblanc.gif
Agricultural holdings - Average economic farm size,Rural Development Report,Sectorial indicators,2015,Agricultural holdings - Average economic farm size in SO ,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Average%20economic%20farm%20size.gif
Agricultural holdings - Average physical farm size,Rural Development Report,Sectorial indicators,2015,Average physical farm size in hectares of UAA ,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Average%20physical%20farm%20size.gif
Agricultural holdings - Economic farm size distribution in 2013,Rural Development Report,Sectorial indicators,2015,Main farm size in SO (EUR)  in 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Economic%20farm%20size%20distribution.gif
Agricultural holdings - Labour force,Rural Development Report,Sectorial indicators,2015,Labour force in AWU in 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Labour%20force%20(AWU).gif
Agricultural holdings - Number of farms,Rural Development Report,Sectorial indicators,2015,Number of farms ,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Number%20of%20farms.gif
Agricultural holdings - Physical farm size distribution,Rural Development Report,Sectorial indicators,2015,Main farm size in hectares of UAA in 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Physical%20farm%20size%20distribution.gif
Agricultural holdings - Utilised agricultural area ,Rural Development Report,Sectorial indicators,2015,Hectares of utilised agricultural area in 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C17%20-%20Agricultural%20holdings%20-%20Utilised%20agricultural%20area%20(UAA).gif
Agricultural training of farm managers,Rural Development Report,Sectorial indicators,2015,% of farm managers with full training in 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C24%20-%20Agricultural%20training%20of%20farm%20managers_2.gif
Change in gross fixed capital formation in agriculture 2006-2012,Rural Development Report,Sectorial indicators,2015,Average annual growth rate of GFCG in agriculture (in %) - in nominal terms,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C28%20-%20Change%20in%20gross%20fixed%20capital%20formation%20in%20agriculture%202006-2012.gif
Change in labour productivity in agriculture 2009-2014,Rural Development Report,Sectorial indicators,2015,Average annual growth rate of GVA/AWU (in volume) (% per year),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C14%20-%20Change%20in%20labour%20productivity%20in%20agriculture%202009-2014.gif
Change in labour productivity in forestry 2009-2012,Rural Development Report,Sectorial indicators,2015,Change in labour productivity in forestry 2009-2012. Average annual growth rate of GVA/AWU (in volume) (% per year),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20Change%20in%20labour%20productivity%20in%20forestry%202009-2012.gif
Change in labour productivity in forestry 2010-2013,Rural Development Report,Sectorial indicators,2015,Change in labour productivity in forestry 2010-2013. Average annual growth ratre of GVA/AW+U (in volume) (% per year),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20Change%20in%20labour%20productivity%20in%20forestry%202010-2013.gif
Change in labour productivity in the food industry 2010-2013,Rural Development Report,Sectorial indicators,2015,Change in labour productivity in the food industry 2010-2013. Average annual growth rate of GVA/AWU (in volume) (% per year),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C16%20-%20Change%20in%20labour%20productivity%20in%20the%20food%20industry%202010-2013.gif
GVA per person employed in forestry 2012,Rural Development Report,Sectorial indicators,2015,GVA per person employed in forestry 2012 (1 000 EUR),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20GVA%20per%20person%20employed%20in%20forestry%202012.gif
GVA per person employed in forestry 2013,Rural Development Report,Sectorial indicators,2015,GVA/AWU (1 000 EUR),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C15%20-%20Labour%20productivity%20in%20forestry%20-%20GVA%20per%20person%20employed%20in%20forestry%202013.gif
Labour productivity in agriculture avg. 2012-2014,Rural Development Report,Sectorial indicators,2015,Labour productivity in agriculture avg. 2012-2014 (GVA/AWU (1 000 EUR)),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C14%20-%20Labour%20productivity%20in%20agriculture%20avg.%202012-2014.gif
Labour productivity in agriculture in 2014,Rural Development Report,Sectorial indicators,2015,Labour productivity in agriculture in 2014 (GVA/AWU (1 000 EUR)),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C14%20-%20Labour%20productivity%20in%20agriculture%20in%202014.gif
Labour productivity in the food industry 2013,Rural Development Report,Sectorial indicators,2015,Labour productivity in the food industry 2013: GVA/AWU (1 000 EUR),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C16%20-%20Labour%20productivity%20in%20the%20food%20industry%202013.gif
